Accession,Description,X..Unique.Peptides,X126.127_N_norm_log2,X126.127_C_norm_log2,X126.128_N_norm_log2,X126.128_C_norm_log2,X126.129_N_norm_log2,X126.129_C_norm_log2,X126.130_N_norm_log2,X126.130_C_norm_log2,X126.131_norm_log2
Q93008,Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Homo sapiens GN=USP9X PE=1 SV=3 - [USP9X_HUMAN],2,-0.043253198,0.061477511,-0.068570728,-0.1871449,-0.026526295,-0.060855205,-0.208155939,0.098778154,-0.257030238
P54289,Voltage-dependent calcium channel subunit alpha-2/delta-1 OS=Homo sapiens GN=CACNA2D1 PE=1 SV=3 - [CA2D1_HUMAN],7,-0.009159999,0.237878608,0.302287323,0.237740386,-0.065724182,-0.083938818,0.167153252,0.150866666,-0.26015973
P20810,Calpastatin OS=Homo sapiens GN=CAST PE=1 SV=4 - [ICAL_HUMAN],48,-0.091081723,-0.107341553,-0.087007976,-0.200380727,-0.337342434,-0.302458231,-0.26358833,-0.164256251,-0.26015973
Q06203,Amidophosphoribosyltransferase OS=Homo sapiens GN=PPAT PE=1 SV=1 - [PUR1_HUMAN],12,-0.174497731,-0.077797278,-0.164838688,-0.209272558,-0.203533394,-0.341664313,-0.167158567,-0.330473204,-0.264866732
P60174,Triosephosphate isomerase OS=Homo sapiens GN=TPI1 PE=1 SV=3 - [TPIS_HUMAN],6,0.136396313,-0.073903362,-0.026445252,-0.021373651,0.117721959,0.193428938,0.206081618,0.271842863,-0.266439152
Q06830,Peroxiredoxin-1 OS=Homo sapiens GN=PRDX1 PE=1 SV=1 - [PRDX1_HUMAN],2,-0.248498313,-0.296295783,-0.143777072,-0.184950686,-0.568988865,-0.479167837,-0.432682525,-0.344828497,-0.266439152
P43034,Platelet-activating factor acetylhydrolase IB subunit alpha OS=Homo sapiens GN=PAFAH1B1 PE=1 SV=2 - [LIS1_HUMAN],2,-0.437532137,-0.097426084,-0.011693641,-0.110182918,-0.341036918,-0.44888527,-0.287047303,-0.613645255,-0.269589142
P68104,Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1 - [EF1A1_HUMAN],7,0.003040454,-0.107341553,-0.151841347,0.028644787,0.031772346,-0.124390862,-0.047859639,0.102309845,-0.271166721
P07858,Cathepsin B OS=Homo sapiens GN=CTSB PE=1 SV=3 - [CATB_HUMAN],2,-0.373043411,-0.125362961,0.03310069,-0.156725504,-0.505423736,-0.505640048,-0.293820531,-0.444364171,-0.274327061
Q15363,Transmembrane emp24 domain-containing protein 2 OS=Homo sapiens GN=TMED2 PE=1 SV=1 - [TMED2_HUMAN],2,-0.612618844,-0.178726186,-0.100992206,-0.234011505,-0.595220406,-0.541709303,-0.384894626,-0.631132682,-0.275909832
Q9BRA2,Thioredoxin domain-containing protein 17 OS=Homo sapiens GN=TXNDC17 PE=1 SV=1 - [TXD17_HUMAN],4,0.410464769,-0.187113972,-0.250568562,-0.00386264,-0.210274972,-0.19443836,-0.15169545,0.281221196,-0.277494341
Q6NZI2,Polymerase I and transcript release factor OS=Homo sapiens GN=PTRF PE=1 SV=1 - [PTRF_HUMAN],26,-0.191775723,-0.30539799,-0.097872864,-0.234011505,-0.370938404,-0.349635024,-0.276946713,-0.160019258,-0.277494341
O60814,Histone H2B type 1-K OS=Homo sapiens GN=HIST1H2BK PE=1 SV=3 - [H2B1K_HUMAN],2,0.021149835,-0.407054914,-0.36965848,-0.277767781,-0.315372034,-0.057587492,-0.033617716,0.095237797,-0.279080591
P40925,"Malate dehydrogenase, cytoplasmic OS=Homo sapiens GN=MDH1 PE=1 SV=4 - [MDHC_HUMAN]",2,-0.226965151,-0.166235242,-0.18952888,-0.085415013,-0.444541494,-0.349635024,-0.227478036,-0.202959781,-0.279080591
Q5T4S7,E3 ubiquitin-protein ligase UBR4 OS=Homo sapiens GN=UBR4 PE=1 SV=1 - [UBR4_HUMAN],6,-0.184839675,-0.119330778,-0.267992627,-0.152431765,-0.29731554,-0.419225296,-0.247062433,-0.359328067,-0.279080591
Q15436,Protein transport protein Sec23A OS=Homo sapiens GN=SEC23A PE=1 SV=2 - [SC23A_HUMAN],2,-0.052692894,-0.262665005,-0.070098198,-0.135383472,-0.319010612,-0.256775415,-0.230723696,-0.081794091,-0.280668588
P55957,BH3-interacting domain death agonist OS=Homo sapiens GN=BID PE=1 SV=1 - [BID_HUMAN],4,-0.164229396,-0.068082123,-0.087007976,-0.227222339,-0.341036918,-0.345644164,-0.335141591,-0.283628341,-0.280668588
Q7Z4V5,Hepatoma-derived growth factor-related protein 2 OS=Homo sapiens GN=HDGFRP2 PE=1 SV=1 - [HDGR2_HUMAN],2,-0.074962058,-0.300839708,-0.415522847,-0.161032059,-0.51791468,-0.377884501,-0.276946713,-0.311552342,-0.280668588
P62888,60S ribosomal protein L30 OS=Homo sapiens GN=RPL30 PE=1 SV=2 - [RL30_HUMAN],13,0.024146087,-0.054589886,-0.050366133,-0.095683348,-0.220446777,-0.205245115,-0.148622616,-0.050085231,-0.282258335
P35080,Profilin-2 OS=Homo sapiens GN=PFN2 PE=1 SV=3 - [PROF2_HUMAN],4,0.099941438,-0.50327023,-0.390498823,-0.277767781,-0.279482247,-0.31410859,-0.160953418,-0.065852547,-0.282258335
Q9HDC9,Adipocyte plasma membrane-associated protein OS=Homo sapiens GN=APMAP PE=1 SV=2 - [APMAP_HUMAN],3,-0.110666119,-0.340052059,-0.267992627,-0.063078683,-0.344740887,-0.238159737,-0.307463139,-0.118319967,-0.283849836
Q9HCP0,Casein kinase I isoform gamma-1 OS=Homo sapiens GN=CSNK1G1 PE=1 SV=1 - [KC1G1_HUMAN],5,-0.10084069,-0.30997072,-0.384785172,-0.180572246,-0.389946518,-0.249300295,-0.139443189,-0.143194636,-0.283849836
Q14203,Dynactin subunit 1 OS=Homo sapiens GN=DCTN1 PE=1 SV=3 - [DCTN1_HUMAN],2,-0.16764406,-0.071960338,-0.032388392,-0.049042623,-0.131383608,-0.253033014,-0.085560348,-0.211703414,-0.283849836
Q9H910,Hematological and neurological expressed 1-like protein OS=Homo sapiens GN=HN1L PE=1 SV=1 - [HN1L_HUMAN],13,0.077041036,-0.206166715,-0.06247697,-0.1871449,-0.157204343,-0.127813628,-0.211358371,0.03737761,-0.285443094
P11498,"Pyruvate carboxylase, mitochondrial OS=Homo sapiens GN=PC PE=1 SV=2 - [PYC_HUMAN]",2,-0.562313762,-0.109332851,-0.032388392,-0.031194622,-0.378511623,-0.386058432,-0.221008541,-0.475615105,-0.285443094
P20340,Ras-related protein Rab-6A OS=Homo sapiens GN=RAB6A PE=1 SV=3 - [RAB6A_HUMAN],4,-0.094327383,0.001846059,-0.248837674,-0.371968777,-0.153951365,0.079322453,-0.062243557,-0.065852547,-0.287038113
Q15365,Poly(rC)-binding protein 1 OS=Homo sapiens GN=PCBP1 PE=1 SV=2 - [PCBP1_HUMAN],3,0.071258683,-0.326090385,-0.20790741,-0.200380727,-0.315372034,-0.180154134,-0.233976674,-0.181329765,-0.287038113
Q15717,ELAV-like protein 1 OS=Homo sapiens GN=ELAVL1 PE=1 SV=2 - [ELAV1_HUMAN],5,-0.071759626,-0.312262531,-0.26624072,-0.202598552,-0.420890226,-0.415037499,-0.338639035,-0.198607756,-0.287038113
P55769,NHP2-like protein 1 OS=Homo sapiens GN=SNU13 PE=1 SV=3 - [NH2L1_HUMAN],3,-0.195256291,-0.221161453,-0.327032404,-0.25918208,-0.27594189,-0.19443836,-0.208155939,-0.260764232,-0.287038113
Q99653,Calcineurin B homologous protein 1 OS=Homo sapiens GN=CHP1 PE=1 SV=3 - [CHP1_HUMAN],2,-0.380948609,-0.052672683,0.040197089,-0.392076351,-0.247927513,-0.124390862,-0.266916348,-0.242730309,-0.288634898
P78371,T-complex protein 1 subunit beta OS=Homo sapiens GN=CCT2 PE=1 SV=4 - [TCPB_HUMAN],5,-0.318887641,-0.240672277,0.011599621,-0.150289679,-0.501284005,-0.431862122,-0.256955238,-0.373974843,-0.29503977
Q9P2R7,"Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Homo sapiens GN=SUCLA2 PE=1 SV=3 - [SUCB1_HUMAN]",2,0.753308444,0.034677452,-0.158325381,-0.158877175,0.280451459,0.759989467,0.450593869,0.32721962,-0.298252901
P22234,Multifunctional protein ADE2 OS=Homo sapiens GN=PAICS PE=1 SV=3 - [PUR6_HUMAN],4,-0.744085006,0.191721162,-0.151841347,-0.150289679,-0.509575379,-0.574027023,-0.290429942,-0.832180201,-0.299862154
Q9H0U4,Ras-related protein Rab-1B OS=Homo sapiens GN=RAB1B PE=1 SV=1 - [RAB1B_HUMAN],2,-1.147276262,-0.137503524,0.302287323,-0.33988014,-0.773441549,-0.902975546,-0.509439724,-1.198607756,-0.301473203
P27708,CAD protein OS=Homo sapiens GN=CAD PE=1 SV=3 - [PYR1_HUMAN],2,0.071258683,-0.133445307,-0.36965848,-0.021373651,-0.008788017,-0.025311089,-0.474392777,-0.026752728,-0.303086054
Q92485,Acid sphingomyelinase-like phosphodiesterase 3b OS=Homo sapiens GN=SMPDL3B PE=1 SV=2 - [ASM3B_HUMAN],2,-0.024557104,-0.227635787,-0.073157998,-0.133266531,-0.206900245,-0.148522525,-0.160953418,-0.220500362,-0.303086054
P24539,"ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens GN=ATP5F1 PE=1 SV=2 - [AT5F1_HUMAN]",2,-0.212786216,0.031066198,-0.108820196,-0.287151196,-0.513739004,-0.47045062,-0.2049606,-0.256234574,-0.303086054
P62424,60S ribosomal protein L7a OS=Homo sapiens GN=RPL7A PE=1 SV=2 - [RL7A_HUMAN],20,0.097098688,-0.242856524,-0.171381534,-0.148150768,-0.326315412,-0.216133431,-0.221008541,0.066597749,-0.30470071
Q92575,UBX domain-containing protein 4 OS=Homo sapiens GN=UBXN4 PE=1 SV=2 - [UBXN4_HUMAN],9,-0.212786216,-0.253827642,-0.082376528,-0.124829694,-0.36716665,-0.361674274,-0.214567928,-0.220500362,-0.30470071
Q15393,Splicing factor 3B subunit 3 OS=Homo sapiens GN=SF3B3 PE=1 SV=4 - [SF3B3_HUMAN],3,-0.330322536,0.099905074,0.044438234,-0.029225072,-0.40920842,-0.219781208,-0.198591075,-0.408740261,-0.30470071
P07741,Adenine phosphoribosyltransferase OS=Homo sapiens GN=APRT PE=1 SV=2 - [APT_HUMAN],6,0.136396313,-0.39243288,-0.354688747,-0.298966946,-0.047500424,-0.028506428,-0.088501623,0.161062433,-0.30955555
Q13085,Acetyl-CoA carboxylase 1 OS=Homo sapiens GN=ACACA PE=1 SV=2 - [ACACA_HUMAN],7,0.082800305,-0.366004755,-0.298105219,-0.209272558,-0.389946518,-0.238159737,-0.195416827,0.003781641,-0.319314516
Q9UQE7,Structural maintenance of chromosomes protein 3 OS=Homo sapiens GN=SMC3 PE=1 SV=2 - [SMC3_HUMAN],8,-0.177936815,-0.527029697,-0.252301529,-0.347222115,-0.560349946,-0.492343225,-0.44393898,-0.330473204,-0.320947448
Q15185,Prostaglandin E synthase 3 OS=Homo sapiens GN=PTGES3 PE=1 SV=1 - [TEBP_HUMAN],2,-0.526799475,-0.251626734,-0.12619276,-0.169683929,-0.653746483,-0.690671942,-0.297219108,-0.678829424,-0.32258223
P08243,Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens GN=ASNS PE=1 SV=4 - [ASNS_HUMAN],5,0.144679753,-0.929698639,-0.867932859,-0.438370003,-0.087280326,-0.015767316,-0.157860823,-0.034488376,-0.324218867
P28074,Proteasome subunit beta type-5 OS=Homo sapiens GN=PSMB5 PE=1 SV=3 - [PSB5_HUMAN],2,-0.198745277,-0.474752418,-0.169743038,-0.215977582,-0.595220406,-0.440348588,-0.253650093,-0.393738097,-0.324218867
Q14204,Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens GN=DYNC1H1 PE=1 SV=5 - [DYHC1_HUMAN],3,-0.084612228,-0.363626032,-0.142169612,-0.344770636,-0.468586968,-0.431862122,-0.349182529,-0.164256251,-0.329139946
P08865,40S ribosomal protein SA OS=Homo sapiens GN=RPSA PE=1 SV=4 - [RSSA_HUMAN],7,-0.171066826,-0.129398474,-0.004374016,-0.303720476,-0.676904204,-0.294743266,-0.44393898,-0.260764232,-0.329139946
Q8WUM4,Programmed cell death 6-interacting protein OS=Homo sapiens GN=PDCD6IP PE=1 SV=1 - [PDC6I_HUMAN],17,0.201369171,-0.559330189,-0.382885639,-0.344770636,-0.300908805,-0.275634443,-0.300625709,0.098778154,-0.334077869
P84157,Matrix-remodeling-associated protein 7 OS=Homo sapiens GN=MXRA7 PE=1 SV=1 - [MXRA7_HUMAN],9,-0.518055842,-0.170386886,0.017364643,-0.176207053,-0.798620112,-0.711063731,-0.474392777,-0.631132682,-0.334077869
Q13557,Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Homo sapiens GN=CAMK2D PE=1 SV=3 - [KCC2D_HUMAN],2,0.021149835,-0.282749251,-0.004374016,0.325010778,-0.311742611,0.228651412,0.122065363,0.563343925,-0.335727606
P42285,Superkiller viralicidic activity 2-like 2 OS=Homo sapiens GN=SKIV2L2 PE=1 SV=3 - [SK2L2_HUMAN],7,0.21191909,0.084308219,-0.087007976,-0.077252643,0.246389623,0.088200604,-0.073854847,0.095237797,-0.335727606
P09622,"Dihydrolipoyl dehydrogenase, mitochondrial OS=Homo sapiens GN=DLD PE=1 SV=2 - [DLDH_HUMAN]",3,-0.285116904,-0.115323289,-0.294529764,-0.146015024,-0.374720044,-0.219781208,-0.118248967,-0.269866439,-0.335727606
Q15459,Splicing factor 3A subunit 1 OS=Homo sapiens GN=SF3A1 PE=1 SV=1 - [SF3A1_HUMAN],2,-0.130520034,-0.027978156,0.15578321,-0.067114196,-0.436614578,-0.290901199,-0.21778464,-0.279026439,-0.335727606
P38606,V-type proton ATPase catalytic subunit A OS=Homo sapiens GN=ATP6V1A PE=1 SV=2 - [VATA_HUMAN],24,-0.259386629,-0.342392197,-0.127782507,-0.26612369,-0.452512205,-0.419225296,-0.342144979,-0.330473204,-0.335727606
O95793,Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens GN=STAU1 PE=1 SV=2 - [STAU1_HUMAN],4,-0.408962985,-0.291766124,-0.059439716,-0.23855543,-0.543225768,-0.461785758,-0.392144365,-0.418829078,-0.335727606
O43707,Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=1 SV=2 - [ACTN4_HUMAN],15,-0.084612228,-0.351790895,-0.229933716,-0.275431432,-0.370938404,-0.283247627,-0.266916348,-0.030615367,-0.337379232
O00303,Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens GN=EIF3F PE=1 SV=1 - [EIF3F_HUMAN],12,-0.191775723,-0.260450584,-0.108820196,-0.222713913,-0.526302465,-0.574027023,-0.297219108,-0.344828497,-0.339032751
P07437,Tubulin beta chain OS=Homo sapiens GN=TUBB PE=1 SV=2 - [TBB5_HUMAN],3,-0.241284822,-0.199787802,-0.62406632,-0.43575879,-0.196823172,-0.249300295,-0.293820531,-0.297522782,-0.340688167
P31150,Rab GDP dissociation inhibitor alpha OS=Homo sapiens GN=GDI1 PE=1 SV=2 - [GDIA_HUMAN],3,-0.059020514,-0.19343697,-0.070098198,-0.137503524,-0.283031314,-0.230780207,-0.15169545,0.01880985,-0.342345485
O00154,Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens GN=ACOT7 PE=1 SV=3 - [BACH_HUMAN],4,-0.330322536,-0.280503811,-0.142169612,-0.261492241,-0.522102477,-0.519060564,-0.478245102,-0.251719093,-0.345665843
Q02218,"2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens GN=OGDH PE=1 SV=3 - [ODO1_HUMAN]",2,-0.009159999,0.094724835,-0.03387801,-0.013564728,-0.220446777,-0.067412921,-0.112250226,-0.054010935,-0.348993861
Q16401,26S proteasome non-ATPase regulatory subunit 5 OS=Homo sapiens GN=PSMD5 PE=1 SV=3 - [PSMD5_HUMAN],2,0.1168813,-0.027978156,0.04161219,-0.029225072,-0.128188269,-0.120976198,-0.008331275,-0.147382433,-0.355673017
P62917,60S ribosomal protein L8 OS=Homo sapiens GN=RPL8 PE=1 SV=2 - [RL8_HUMAN],3,-0.160822794,-0.037426095,-0.181251778,-0.254572827,-0.374720044,-0.381965678,-0.31778043,-0.393738097,-0.359024226
Q69YQ0,Cytospin-A OS=Homo sapiens GN=SPECC1L PE=1 SV=2 - [CYTSA_HUMAN],3,-0.087843349,-0.221161453,0.150546561,-0.261492241,-0.452512205,-0.377884501,-0.287047303,-0.13901896,-0.360702754
P78417,Glutathione S-transferase omega-1 OS=Homo sapiens GN=GSTO1 PE=1 SV=2 - [GSTO1_HUMAN],2,-0.575860294,-0.085616782,0.153167261,-0.059054426,-0.690979389,-0.505640048,-0.243779849,-0.709461043,-0.362383238
Q03135,Caveolin-1 OS=Homo sapiens GN=CAV1 PE=1 SV=4 - [CAV1_HUMAN],3,0.030119988,-0.111326901,-0.252301529,-0.152431765,-0.115477217,-0.04135903,0.057009479,-0.2472177,-0.367436466
O75390,"Citrate synthase, mitochondrial OS=Homo sapiens GN=CS PE=1 SV=2 - [CISY_HUMAN]",2,-0.191775723,-0.394859617,-0.347261729,-0.25918208,-0.428730979,-0.333737397,-0.243779849,-0.288244969,-0.369124816
O95831,"Apoptosis-inducing factor 1, mitochondrial OS=Homo sapiens GN=AIFM1 PE=1 SV=1 - [AIFM1_HUMAN]",2,-0.392888222,-0.229800371,0.075164749,-0.07928891,-0.452512205,-0.419225296,-0.31778043,-0.335242448,-0.369124816
O75534,Cold shock domain-containing protein E1 OS=Homo sapiens GN=CSDE1 PE=1 SV=2 - [CSDE1_HUMAN],3,0.486296182,-0.347083893,-0.497414027,-0.035141806,0.034626343,0.15168943,-0.118248967,0.14059833,-0.372507455
Q9BXJ9,"N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens GN=NAA15 PE=1 SV=1 - [NAA15_HUMAN]",3,-0.345711429,0.084308219,-0.219725926,-0.00386264,-0.27594189,0.168530419,-0.2049606,-0.160019258,-0.374201754
P13647,"Keratin, type II cytoskeletal 5 OS=Homo sapiens GN=KRT5 PE=1 SV=3 - [K2C5_HUMAN]",2,0.451106754,0.185237128,-0.723922557,-0.047048573,-0.124999992,-0.294743266,-0.342144979,-0.202959781,-0.377596332
O75643,U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2 - [U520_HUMAN],2,0.144679753,-0.195550809,-0.403919339,-0.294229027,0.002917483,0.027954062,-0.053596008,0.157671844,-0.380998916
Q9Y277,Voltage-dependent anion-selective channel protein 3 OS=Homo sapiens GN=VDAC3 PE=1 SV=1 - [VDAC3_HUMAN],58,-0.084612228,-0.26710407,-0.174664118,-0.277767781,-0.420890226,-0.318013045,-0.31778043,-0.172767751,-0.384409544
P47897,Glutamine--tRNA ligase OS=Homo sapiens GN=QARS PE=1 SV=1 - [SYQ_HUMAN],9,-0.248498313,-0.385177064,-0.221422216,-0.364500106,-0.452512205,-0.528077437,-0.395782942,-0.403722186,-0.384409544
P35527,"Keratin, type I cytoskeletal 9 OS=Homo sapiens GN=KRT9 PE=1 SV=3 - [K1C9_HUMAN]",2,-0.470890734,-0.056509641,-0.071627287,-0.169683929,-0.480761682,-0.537151021,-0.410429718,-0.631132682,-0.384409544
P09382,Galectin-1 OS=Homo sapiens GN=LGALS1 PE=1 SV=2 - [LEG1_HUMAN],5,0.108436232,-0.191326223,-0.176308215,-0.207044457,-0.386124807,-0.402546555,-0.388514942,-0.181329765,-0.386117887
P11387,DNA topoisomerase 1 OS=Homo sapiens GN=TOP1 PE=1 SV=2 - [TOP1_HUMAN],2,0.030119988,-0.578511602,-0.347261729,-0.236281678,-0.333657387,-0.31410859,-0.247062433,-0.122436076,-0.387828255
P07814,Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens GN=EPRS PE=1 SV=5 - [SYEP_HUMAN],6,-0.117253779,-0.225474446,-0.016103308,-0.273098861,-0.460527198,-0.353636955,-0.370503534,-0.22935128,-0.394690075
P13073,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Homo sapiens GN=COX4I1 PE=1 SV=1 - [COX41_HUMAN]",20,-0.270357747,-0.328407968,-0.029413762,-0.270770055,-0.649159213,-0.550869302,-0.363361465,-0.354478667,-0.398133263
O00483,Cytochrome c oxidase subunit NDUFA4 OS=Homo sapiens GN=NDUFA4 PE=1 SV=1 - [NDUA4_HUMAN],2,-0.065376009,0.031066198,-0.091654341,-0.108102607,-0.147467332,-0.173064709,-0.039297625,-0.003791579,-0.399857944
P20700,Lamin-B1 OS=Homo sapiens GN=LMNB1 PE=1 SV=2 - [LMNB1_HUMAN],23,0.079923544,-0.373164546,-0.100992206,-0.335006165,-0.505423736,-0.419225296,-0.290429942,-0.093866923,-0.401584688
Q01844,RNA-binding protein EWS OS=Homo sapiens GN=EWSR1 PE=1 SV=1 - [EWS_HUMAN],7,0.021149835,-0.27826186,-0.079297135,-0.143882436,-0.522102477,-0.501194143,-0.345659463,-0.106041637,-0.410249549
Q12906,Interleukin enhancer-binding factor 3 OS=Homo sapiens GN=ILF3 PE=1 SV=3 - [ILF3_HUMAN],4,0.059623983,-0.172467196,-0.20287182,-0.289506617,-0.337342434,-0.357650017,-0.328172036,-0.042265727,-0.413730118
Q96C19,EF-hand domain-containing protein D2 OS=Homo sapiens GN=EFHD2 PE=1 SV=1 - [EFHD2_HUMAN],2,-0.259386629,-0.113323711,0.177829316,-0.137503524,-0.444541494,-0.345644164,-0.154774843,-0.106041637,-0.413730118
P09936,Ubiquitin carboxyl-terminal hydrolase isozyme L1 OS=Homo sapiens GN=UCHL1 PE=1 SV=2 - [UCHL1_HUMAN],20,-0.212786216,-0.368387406,-0.216339316,-0.357069901,-0.748694887,-0.555471204,-0.459085524,-0.279026439,-0.413730118
P06454,Prothymosin alpha OS=Homo sapiens GN=PTMA PE=1 SV=2 - [PTMA_HUMAN],39,-0.084612228,-0.296295783,-0.108820196,-0.256875613,-0.413091855,-0.381965678,-0.304040374,-0.143194636,-0.415473556
P30520,Adenylosuccinate synthetase isozyme 2 OS=Homo sapiens GN=ADSS PE=1 SV=3 - [PURA2_HUMAN],16,-0.091081723,-0.426784385,-0.23849573,-0.342323316,-0.577679825,-0.496761897,-0.280305725,-0.216095183,-0.415473556
P30040,Endoplasmic reticulum resident protein 29 OS=Homo sapiens GN=ERP29 PE=1 SV=4 - [ERP29_HUMAN],39,-0.266691429,-0.321466359,-0.148610226,-0.318075769,-0.662965013,-0.514573173,-0.359803645,-0.354478667,-0.415473556
Q14165,Malectin OS=Homo sapiens GN=MLEC PE=1 SV=1 - [MLEC_HUMAN],11,-0.223407332,-0.058431953,0.091652872,-0.110182918,-0.543225768,-0.381965678,-0.237237003,-0.256234574,-0.418966766
P17677,Neuromodulin OS=Homo sapiens GN=GAP43 PE=1 SV=1 - [NEUM_HUMAN],2,-0.341848789,-0.151797859,-0.151841347,-0.101879614,-0.190144017,-0.120976198,0.002766434,-0.30218416,-0.425978664
Q16698,"2,4-dienoyl-CoA reductase, mitochondrial OS=Homo sapiens GN=DECR1 PE=1 SV=1 - [DECR_HUMAN]",14,-0.16764406,-0.366004755,-0.214648988,-0.315673279,-0.436614578,-0.377884501,-0.363361465,-0.143194636,-0.433024807
P27824,Calnexin OS=Homo sapiens GN=CANX PE=1 SV=2 - [CALX_HUMAN],9,-0.123871658,-0.370773999,-0.257512956,-0.308489721,-0.49715612,-0.419225296,-0.356254578,-0.251719093,-0.433024807
O75608,Acyl-protein thioesterase 1 OS=Homo sapiens GN=LYPLA1 PE=1 SV=1 - [LYPA1_HUMAN],12,-0.065376009,-0.407054914,-0.248837674,-0.313274783,-0.49715612,-0.353636955,-0.31778043,-0.08983141,-0.436560826
Q9UKK9,ADP-sugar pyrophosphatase OS=Homo sapiens GN=NUDT5 PE=1 SV=1 - [NUDT5_HUMAN],5,-0.345711429,-0.30997072,-0.216339316,-0.287151196,-0.547487795,-0.505640048,-0.513386909,-0.393738097,-0.438332091
P55072,Transitional endoplasmic reticulum ATPase OS=Homo sapiens GN=VCP PE=1 SV=4 - [TERA_HUMAN],38,-0.174497731,-0.287250643,-0.137357951,-0.268445002,-0.644586483,-0.496761897,-0.410429718,-0.269866439,-0.440105534
O00170,AH receptor-interacting protein OS=Homo sapiens GN=AIP PE=1 SV=2 - [AIP_HUMAN],15,-0.087843349,-0.227635787,-0.100992206,-0.273098861,-0.530514717,-0.357650017,-0.314333129,-0.143194636,-0.441881158
P07947,Tyrosine-protein kinase Yes OS=Homo sapiens GN=YES1 PE=1 SV=3 - [YES_HUMAN],2,0.382719779,0.075569882,0.54311378,-0.184950686,-0.115477217,-0.057587492,-0.157860823,-0.110122814,-0.443658971
P14618,Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4 - [KPYM_HUMAN],2,-0.171066826,-0.081701732,-0.171381534,-0.063078683,-0.355910194,-0.349635024,-0.201772322,-0.172767751,-0.443658971
P22102,Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens GN=GART PE=1 SV=1 - [PUR2_HUMAN],10,0.044947406,-0.251626734,-0.280315905,-0.167516093,-0.102877181,-0.162495467,-0.121257717,-0.026752728,-0.447221183
P35998,26S protease regulatory subunit 7 OS=Homo sapiens GN=PSMC2 PE=1 SV=3 - [PRS7_HUMAN],3,-0.009159999,-0.147699291,-0.145386325,-0.097745815,-0.420890226,-0.241863706,-0.26358833,-0.118319967,-0.456165384
P60660,Myosin light polypeptide 6 OS=Homo sapiens GN=MYL6 PE=1 SV=2 - [MYL6_HUMAN],4,-0.337996464,-0.321466359,-0.235064824,-0.480805269,-0.803708989,-0.67556505,-0.553464348,-0.408740261,-0.456165384
Q32MZ4,Leucine-rich repeat flightless-interacting protein 1 OS=Homo sapiens GN=LRRFIP1 PE=1 SV=2 - [LRRF1_HUMAN],9,-0.300028613,-0.356513306,-0.159950953,-0.33988014,-0.803708989,-0.736965594,-0.529284535,-0.5568389,-0.457960898
Q9P2E9,Ribosome-binding protein 1 OS=Homo sapiens GN=RRBP1 PE=1 SV=4 - [RRBP1_HUMAN],4,0.224998917,0.106783252,-0.289183143,-0.200380727,-0.234121714,-0.474802644,-0.276946713,0.062977433,-0.470592455
P18669,Phosphoglycerate mutase 1 OS=Homo sapiens GN=PGAM1 PE=1 SV=2 - [PGAM1_HUMAN],3,-0.191775723,-0.011126238,-0.03090031,-0.222713913,-0.460527198,-0.310214674,-0.224239662,-0.274439169,-0.472406025
Q16891,MICOS complex subunit MIC60 OS=Homo sapiens GN=IMMT PE=1 SV=1 - [MIC60_HUMAN],3,-0.205748665,0,0.051479219,-0.150289679,-0.448521345,-0.453172628,-0.221008541,-0.220500362,-0.47604002
